"Grampa vs. Sexual Inadequacy",database/avatars/simpsons/episodes/grampa-vs-sexual-inadequacy.webp
"Bart's Comet",database/avatars/simpsons/episodes/barts-comet.webp
"Bart vs. Australia",database/avatars/simpsons/episodes/bart-vs-australia.webp
"Lisa's Rival",database/avatars/simpsons/episodes/lisas-rival.webp
"A Star Is Burns",database/avatars/simpsons/episodes/a-star-is-burns.webp
"Lisa's Wedding",database/avatars/simpsons/episodes/lisas-wedding.webp
"Another Simpsons Clip Show",database/avatars/simpsons/episodes/another-simpsons-clip-show.webp
"The PTA Disbands",database/avatars/simpsons/episodes/the-pta-disbands.webp
"Sideshow Bob Roberts",database/avatars/simpsons/episodes/sideshow-bob-roberts.webp
"Bart's Girlfriend",database/avatars/simpsons/episodes/barts-girlfriend.webp
"The Springfield Connection",database/avatars/simpsons/episodes/the-springfield-connection.webp
"Homer Badman",database/avatars/simpsons/episodes/homer-badman.webp
"Homer the Great",database/avatars/simpsons/episodes/homer-the-great.webp
"Treehouse of Horror V",database/avatars/simpsons/episodes/treehouse-of-horror-v.webp
"Who Shot Mr. Burns? (Part One)",database/avatars/simpsons/episodes/who-shot-mr-burns-part-one.webp
"Radioactive Man",database/avatars/simpsons/episodes/radioactive-man.webp
"Bart Sells His Soul",database/avatars/simpsons/episodes/bart-sells-his-soul.webp
"Treehouse of Horror VI",database/avatars/simpsons/episodes/treehouse-of-horror-vi.webp
"Marge Be Not Proud",database/avatars/simpsons/episodes/marge-be-not-proud.webp
"Team Homer",database/avatars/simpsons/episodes/team-homer.webp
"Bart the Fink",database/avatars/simpsons/episodes/bart-the-fink.webp
"22 Short Films About Springfield",database/avatars/simpsons/episodes/22-short-films-about-springfield.webp
"Much Apu About Nothing",database/avatars/simpsons/episodes/much-apu-about-nothing.webp
"Summer of 4 Ft. 2",database/avatars/simpsons/episodes/summer-of-4-ft-2.webp
"Sideshow Bob's Last Gleaming",database/avatars/simpsons/episodes/sideshow-bobs-last-gleaming.webp
"A Fish Called Selma",database/avatars/simpsons/episodes/a-fish-called-selma.webp
"Home Sweet Homediddly-Dum-Doodily",database/avatars/simpsons/episodes/home-sweet-homediddly-dum-doodily.webp
"Scenes from the Class Struggle in Springfield",database/avatars/simpsons/episodes/scenes-from-the-class-struggle-in-springfield.webp
"King-Size Homer",database/avatars/simpsons/episodes/king-size-homer.webp
"Lisa the Vegetarian",database/avatars/simpsons/episodes/lisa-the-vegetarian.webp
"Who Shot Mr. Burns? (Part Two)",database/avatars/simpsons/episodes/who-shot-mr-burns-part-two.webp
"Homer the Smithers",database/avatars/simpsons/episodes/homer-the-smithers.webp
"The Simpsons 138th Episode Spectacular",database/avatars/simpsons/episodes/the-simpsons-138th-episode-spectacular.webp
"Two Bad Neighbors",database/avatars/simpsons/episodes/two-bad-neighbors.webp
"Lisa the Iconoclast",database/avatars/simpsons/episodes/lisa-the-iconoclast.webp
"Mother Simpson",database/avatars/simpsons/episodes/mother-simpson.webp
"Raging Abe Simpson and His Grumbling Grandson in The Curse of the Flying Hellfish",
Homerpalooza,database/avatars/simpsons/episodes/homerpalooza.webp
"The Day the Violence Died",database/avatars/simpsons/episodes/the-day-the-violence-died.webp
"Bart on the Road",database/avatars/simpsons/episodes/bart-on-the-road.webp
"Burns, Baby Burns",
"Lisa's Date with Density",database/avatars/simpsons/episodes/lisas-date-with-density.webp
"The Springfield Files",database/avatars/simpsons/episodes/the-springfield-files.webp
"The Twisted World of Marge Simpson",database/avatars/simpsons/episodes/the-twisted-world-of-marge-simpson.webp
"The Itchy & Scratchy & Poochie Show",database/avatars/simpsons/episodes/the-itchy-scratchy-poochie-show.webp
"Homer's Phobia",database/avatars/simpsons/episodes/homers-phobia.webp
"Homer vs. the Eighteenth Amendment",database/avatars/simpsons/episodes/homer-vs-the-eighteenth-amendment.webp
"The Canine Mutiny",database/avatars/simpsons/episodes/the-canine-mutiny.webp
"In Marge We Trust",database/avatars/simpsons/episodes/in-marge-we-trust.webp
"The Secret War of Lisa Simpson",database/avatars/simpsons/episodes/the-secret-war-of-lisa-simpson.webp
"Simpsoncalifragilisticexpiala(Annoyed Grunt)cious",database/avatars/simpsons/episodes/simpsoncalifragilisticexpialaannoyed-gruntcious.webp
"Treehouse of Horror VII",database/avatars/simpsons/episodes/treehouse-of-horror-vii.webp
"Brother from Another Series",database/avatars/simpsons/episodes/brother-from-another-series.webp
"The Homer They Fall",database/avatars/simpsons/episodes/the-homer-they-fall.webp
"Bart After Dark",database/avatars/simpsons/episodes/bart-after-dark.webp
"The Old Man and the Lisa",database/avatars/simpsons/episodes/the-old-man-and-the-lisa.webp
"A Milhouse Divided",database/avatars/simpsons/episodes/a-milhouse-divided.webp
"My Sister, My Sitter",
"Grade School Confidential",database/avatars/simpsons/episodes/grade-school-confidential.webp
"Hurricane Neddy",database/avatars/simpsons/episodes/hurricane-neddy.webp
"The Simpsons Spin-Off Showcase",database/avatars/simpsons/episodes/the-simpsons-spin-off-showcase.webp
"Mountain of Madness",database/avatars/simpsons/episodes/mountain-of-madness.webp
"You Only Move Twice",database/avatars/simpsons/episodes/you-only-move-twice.webp
"El Viaje Misterioso de Nuestro Jomer (The Mysterious Voyage of Homer)",database/avatars/simpsons/episodes/el-viaje-misterioso-de-nuestro-jomer-the-mysterious-voyage-of-homer.webp
"Homer's Enemy",database/avatars/simpsons/episodes/homers-enemy.webp
"The Principal and the Pauper",database/avatars/simpsons/episodes/the-principal-and-the-pauper.webp
"Bart Star",database/avatars/simpsons/episodes/bart-star.webp
"Lisa the Skeptic",database/avatars/simpsons/episodes/lisa-the-skeptic.webp
"All Singing, All Dancing",
"The Joy of Sect",database/avatars/simpsons/episodes/the-joy-of-sect.webp
"This Little Wiggy",database/avatars/simpsons/episodes/this-little-wiggy.webp
"The Trouble with Trillions",database/avatars/simpsons/episodes/the-trouble-with-trillions.webp
"Trash of the Titans",database/avatars/simpsons/episodes/trash-of-the-titans.webp
"Natural Born Kissers",database/avatars/simpsons/episodes/natural-born-kissers.webp
"Lisa's Sax",database/avatars/simpsons/episodes/lisas-sax.webp
"Lost Our Lisa",database/avatars/simpsons/episodes/lost-our-lisa.webp
"Girly Edition",database/avatars/simpsons/episodes/girly-edition.webp
"Realty Bites",database/avatars/simpsons/episodes/realty-bites.webp
"The Last Temptation of Krust",database/avatars/simpsons/episodes/the-last-temptation-of-krust.webp
"The Cartridge Family",database/avatars/simpsons/episodes/the-cartridge-family.webp
"Simpson Tide",database/avatars/simpsons/episodes/simpson-tide.webp
"The City of New York vs. Homer Simpson",database/avatars/simpsons/episodes/the-city-of-new-york-vs-homer-simpson.webp
"Miracle on Evergreen Terrace",database/avatars/simpsons/episodes/miracle-on-evergreen-terrace.webp
"King of the Hill",database/avatars/simpsons/episodes/king-of-the-hill.webp
"Das Bus",database/avatars/simpsons/episodes/das-bus.webp
"Bart Carny",database/avatars/simpsons/episodes/bart-carny.webp
"Lisa the Simpson",database/avatars/simpsons/episodes/lisa-the-simpson.webp
"Dumbbell Indemnity",database/avatars/simpsons/episodes/dumbbell-indemnity.webp
"Treehouse of Horror VIII",database/avatars/simpsons/episodes/treehouse-of-horror-viii.webp
"The Two Mrs. Nahasapeemapetilons",database/avatars/simpsons/episodes/the-two-mrs-nahasapeemapetilons.webp
"The Wizard of Evergreen Terrace",database/avatars/simpsons/episodes/the-wizard-of-evergreen-terrace.webp
"Treehouse of Horror IX",database/avatars/simpsons/episodes/treehouse-of-horror-ix.webp
"Mayored to the Mob",database/avatars/simpsons/episodes/mayored-to-the-mob.webp
"Wild Barts Can't Be Broken",database/avatars/simpsons/episodes/wild-barts-cant-be-broken.webp
"Make Room for Lisa",database/avatars/simpsons/episodes/make-room-for-lisa.webp
"Mom and Pop Art",database/avatars/simpsons/episodes/mom-and-pop-art.webp
"Monty Can't Buy Me Love",database/avatars/simpsons/episodes/monty-cant-buy-me-love.webp
"Thirty Minutes over Tokyo",
"Lard of the Dance",database/avatars/simpsons/episodes/lard-of-the-dance.webp
"When You Dish Upon a Star",database/avatars/simpsons/episodes/when-you-dish-upon-a-star.webp
"Lisa Gets an A",
"Homer Simpson in: Kidney Trouble",
"Sunday, Cruddy Sunday",
"Maximum Homerdrive",database/avatars/simpsons/episodes/maximum-homerdrive.webp
"Simpsons Bible Stories",database/avatars/simpsons/episodes/simpsons-bible-stories.webp
"Viva Ned Flanders",database/avatars/simpsons/episodes/viva-ned-flanders.webp
"The Old Man and the C Student",
"They Saved Lisa's Brain",database/avatars/simpsons/episodes/they-saved-lisas-brain.webp
"Homer to the Max",database/avatars/simpsons/episodes/homer-to-the-max.webp
"Bart the Mother",database/avatars/simpsons/episodes/bart-the-mother.webp
"I'm with Cupid",database/avatars/simpsons/episodes/im-with-cupid.webp
"Marge Simpson in: Screaming Yellow Honkers",
"D'oh-in' in the Wind",database/avatars/simpsons/episodes/doh-in-in-the-wind.webp
